accession,gene_name,protein_name,length,family,domains,n_domains,idr_percentage,idr_total_length,n_idr_regions,ps_score,ps_category,charge_density,aromatic_density,species,species_key,complexity,LLPhyScore_mean,LLPhyScore_median,LLPhyScore_max,disorder_long_mean,pi_pi_mean,electrostatic_mean,protein_water_mean,llphy_category
O43709,BUD23 MERM1 WBSCR22 HUSSY-03 PP3381,18S rRNA (guanine-N(7))-methyltransferase (EC 2.1.1.-) (Bud site selection protein 23 homolog) (Metastasis-related methyltransferase 1) (Williams-Beuren syndrome chromosomal region 22 protein) (rRNA methyltransferase and ribosome maturation factor),281,ELAV/Hu,,0,53.02,112,3,0.311,Medium,27.758,9.609,Homo sapiens,human,high,-129.0,76.60525669368707,0.5157259433142571,-36.0,-59.0,8.0,-2.0,Low
O60930,RNASEH1 RNH1,Ribonuclease H1 (RNase H1) (EC 3.1.26.4) (Ribonuclease H type II),286,Other,,0,62.59,164,5,0.344,Medium,25.874,9.441,Homo sapiens,human,high,-3.0,92.87153033652666,0.7495953540030945,-57.0,-20.0,27.0,25.0,Low
O75132,ZBED4 KIAA0637,Zinc finger BED domain-containing protein 4,1171,Other,,0,55.51,567,17,0.304,Medium,23.997,6.746,Homo sapiens,human,high,-870.0,9.60943257184967,-0.859648924308191,-130.0,-317.0,35.0,-64.0,Low
O75113,N4BP1 KIAA0615,NEDD4-binding protein 1 (N4BP1) (EC 3.1.-.-),896,KH-containing,KH,1,56.92,451,16,0.312,Medium,24.777,6.473,Homo sapiens,human,high,-589.0,23.777941537705725,-0.3380830163434029,-97.0,-270.0,-17.0,-18.0,Low
O75131,CPNE3 CPN3 KIAA0636,Copine-3 (Copine III),537,Other,,0,35.01,142,7,0.223,Low,21.788,9.87,Homo sapiens,human,high,-309.0,50.596904937361835,0.1816267851873467,-83.0,-104.0,34.0,-28.0,Low
O60832,DKC1 NOLA4,H/ACA ribonucleoprotein complex subunit DKC1 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1),514,Other,,0,49.22,197,3,0.292,Low,31.128,4.864,Homo sapiens,human,high,-513.0,29.439941046425943,-0.1970189273564851,-106.0,-141.0,-21.0,-47.0,Low
O60841,EIF5B IF2 KIAA0741,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2),1220,Other,,0,69.1,783,9,0.395,Medium,41.475,3.934,Homo sapiens,human,high,-120.0,77.9120609186932,0.5324309012206027,-102.0,-221.0,24.0,-44.0,Low
O75127,PTCD1 KIAA0632,"Pentatricopeptide repeat-containing protein 1, mitochondrial",700,Other,,0,48.57,262,7,0.282,Low,25.0,7.571,Homo sapiens,human,high,-684.0,17.349545566199954,-0.5144131275770502,-110.0,-194.0,-88.0,-10.0,Low
O75152,ZC3H11A KIAA0663 ZC3HDC11A,Zinc finger CCCH domain-containing protein 11A,810,Other,,0,80.37,601,11,0.412,Medium,30.494,2.469,Homo sapiens,human,high,-329.0,48.16998280520757,0.1445046565065788,-90.0,-233.0,66.0,-48.0,Low
O60563,CCNT1,Cyclin-T1 (CycT1) (Cyclin-T),726,Other,,0,69.7,472,8,0.353,Medium,21.35,5.923,Homo sapiens,human,high,-273.0,55.5219847703267,0.2484466168127288,-29.0,-165.0,24.0,41.0,Low
O60573,EIF4E2 EIF4EL3,Eukaryotic translation initiation factor 4E type 2 (eIF-4E type 2) (eIF4E type 2) (Eukaryotic translation initiation factor 4E homologous protein) (Eukaryotic translation initiation factor 4E-like 3) (eIF4E-like protein 4E-LP) (mRNA cap-binding protein 4EHP) (h4EHP) (mRNA cap-binding protein type 3),245,Other,,0,52.24,115,4,0.306,Medium,27.755,9.388,Homo sapiens,human,high,-88.0,83.24981577008107,0.5918263071098312,-26.0,-40.0,22.0,-3.0,Low
O60583,CCNT2,Cyclin-T2 (CycT2),730,Other,,0,64.25,438,8,0.328,Medium,20.685,5.479,Homo sapiens,human,high,-253.0,58.20682878899534,0.2855687454934966,-13.0,-156.0,67.0,19.0,Low
O60763,USO1 VDP,General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein) (TAP) (Vesicle-docking protein),962,Other,,0,52.49,446,12,0.286,Low,24.428,4.678,Homo sapiens,human,high,-859.0,9.914026037828544,-0.8392317535337687,-110.0,-318.0,-51.0,-72.0,Low
O60783,MRPS14,"Small ribosomal subunit protein uS14m (28S ribosomal protein S14, mitochondrial) (MRP-S14) (S14mt)",128,Other,,0,59.38,43,3,0.333,Medium,29.688,7.812,Homo sapiens,human,high,-170.0,70.04667157946452,0.4396255795186831,-40.0,-46.0,4.0,-14.0,Low
O60812,HNRNPCL1 HNRPCL1,Heterogeneous nuclear ribonucleoprotein C-like 1 (hnRNP C-like-1) (hnRNP core protein C-like 1),293,hnRNP,RRM,1,81.23,233,3,0.427,Medium,33.788,5.119,Homo sapiens,human,high,116.0,97.14812085482684,0.970472019653663,-16.0,-19.0,51.0,48.0,High
O60869,EDF1,Endothelial differentiation-related factor 1 (EDF-1) (Multiprotein-bridging factor 1) (MBF1),148,Other,,0,95.27,141,2,0.475,Medium,33.108,2.027,Homo sapiens,human,high,-62.0,86.96143453696881,0.6400850743948294,-36.0,-20.0,-17.0,9.0,Low
O60870,KIN BTCD KIN17,"DNA/RNA-binding protein KIN17 (Binding to curved DNA) (KIN, antigenic determinant of recA protein homolog)",393,Other,,0,56.23,163,5,0.329,Medium,33.842,7.125,Homo sapiens,human,high,-344.0,46.2196020633751,0.116663059996003,-58.0,-124.0,-15.0,-57.0,Low
O75116,ROCK2 KIAA0619,"Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)",1388,Other,,0,65.06,768,15,0.361,Medium,33.573,5.836,Homo sapiens,human,high,-1109.0,5.50478997789241,-1.3032583620433664,-156.0,-377.0,-148.0,-119.0,Low
O75150,RNF40 BRE1B KIAA0661,E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (95 kDa retinoblastoma-associated protein) (RBP95) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B),1001,Other,,0,83.52,795,13,0.433,Medium,34.565,3.197,Homo sapiens,human,high,-817.0,11.016949152542374,-0.7612752833041562,-131.0,-268.0,-164.0,-7.0,Low
O60936,NOL3 ARC NOP,Nucleolar protein 3 (Apoptosis repressor with CARD) (Muscle-enriched cytoplasmic protein) (Myp) (Nucleolar protein of 30 kDa) (Nop30),208,Other,,0,89.42,185,4,0.469,Medium,34.615,3.365,Homo sapiens,human,high,47.0,95.36723163841808,0.8424006757050141,-5.0,1.0,-4.0,53.0,High
O60610,DIAPH1 DIAP1,Protein diaphanous homolog 1 (Diaphanous-related formin-1) (DRF1),1272,Other,,0,61.08,723,14,0.337,Medium,28.066,5.031,Homo sapiens,human,high,-922.0,8.403340702530091,-0.9561664588781872,-92.0,-339.0,-99.0,53.0,Low
O75319,DUSP11 PIR1,RNA/RNP complex-1-interacting phosphatase (EC 3.1.3.-) (Dual specificity protein phosphatase 11) (Phosphatase that interacts with RNA/RNP complex 1),330,Other,,0,57.27,165,4,0.328,Medium,26.061,11.515,Homo sapiens,human,high,-201.0,65.59567673790224,0.382086280063493,-28.0,-75.0,15.0,-11.0,Low
O75390,CS,"Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)",466,Other,,0,37.34,90,6,0.224,Low,19.528,8.798,Homo sapiens,human,high,-457.0,33.9253254728568,-0.0930769670503352,-87.0,-88.0,-43.0,-6.0,Low
O75554,WBP4 FBP21 FNBP21,WW domain-binding protein 4 (WBP-4) (Formin-binding protein 21) (WW domain-containing-binding protein 4),376,Other,,0,84.57,301,6,0.452,Medium,36.17,7.447,Homo sapiens,human,high,26.0,94.48784082535003,0.8034224405902078,-18.0,-58.0,38.0,-7.0,High
O75683,SURF6 SURF-6,Surfeit locus protein 6,361,Other,,0,93.91,335,3,0.494,Medium,42.659,2.493,Homo sapiens,human,high,-215.0,63.58388602309015,0.3561007899869555,-84.0,-67.0,-27.0,7.0,Low
O75569,PRKRA PACT RAX HSD-14 HSD14,"Interferon-inducible double-stranded RNA-dependent protein kinase activator A (PKR-associated protein X) (PKR-associating protein X) (Protein activator of the interferon-induced protein kinase) (Protein kinase, interferon-inducible double-stranded RNA-dependent activator)",313,Other,,0,52.72,140,5,0.285,Low,21.406,5.751,Homo sapiens,human,high,-213.0,63.88847948906903,0.3598130028550322,-55.0,-70.0,13.0,-19.0,Low
O75607,NPM3,Nucleoplasmin-3,178,Other,,0,55.06,82,3,0.304,Medium,26.404,4.494,Homo sapiens,human,high,-32.0,90.47162859248344,0.6957682674159812,-29.0,-38.0,18.0,4.0,Low
O75347,TBCA,Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA),108,Other,,0,73.15,63,2,0.416,Medium,45.37,3.704,Homo sapiens,human,high,-98.0,81.56718251043971,0.5732652427694473,-23.0,-35.0,-15.0,-12.0,Low
O75525,KHDRBS3 SALP SLM2,"KH domain-containing, RNA-binding, signal transduction-associated protein 3 (RNA-binding protein T-Star) (Sam68-like mammalian protein 2) (SLM-2) (Sam68-like phosphotyrosine protein)",346,KH-containing,KH,1,79.19,241,5,0.419,Medium,28.324,9.249,Homo sapiens,human,high,-49.0,88.4991402603783,0.6642144580373285,-31.0,-60.0,26.0,32.0,Low
O75533,SF3B1 SAP155,Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155),1304,Other,,0,49.31,560,15,0.285,Low,25.46,6.902,Homo sapiens,human,high,-1364.0,3.252272169000246,-1.7765655027231564,-276.0,-264.0,-108.0,-42.0,Low
O75534,CSDE1 D1S155E KIAA0885 NRU UNR,Cold shock domain-containing protein E1 (N-ras upstream gene protein) (Protein UNR),798,Other,,0,51.5,324,14,0.298,Low,27.193,7.644,Homo sapiens,human,high,-341.0,46.56841070989929,0.1222313792981181,-161.0,-147.0,51.0,-17.0,Low
O75691,UTP20 DRIM,Small subunit processome component 20 homolog (Down-regulated in metastasis protein) (Novel nucleolar protein 73) (NNP73) (Protein Key-1A6),2785,Other,,0,26.68,624,22,0.192,Low,25.314,7.864,Homo sapiens,human,high,-4084.0,0.2210759027266028,-6.8251750033075815,-539.0,-1061.0,-325.0,-456.0,Low
O75400,PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225,Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6),957,Other,,0,77.53,691,15,0.412,Medium,32.915,6.165,Homo sapiens,human,high,-231.0,61.19626627364284,0.3264030870423412,-69.0,-123.0,30.0,-9.0,Low
O75616,ERAL1 HERA,"GTPase Era, mitochondrial (H-ERA) (hERA) (Conserved ERA-like GTPase) (CEGA) (ERA-W) (ERA-like protein 1)",437,KH-containing,KH,1,38.9,92,4,0.226,Low,20.366,5.034,Homo sapiens,human,high,-397.0,40.03930238270696,0.0182894189919682,-61.0,-126.0,5.0,-29.0,Low
O75643,SNRNP200 ASCC3L1 BRR2 HELIC2 KIAA0788,U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD),2136,Helicase,Helicase,1,33.33,443,21,0.222,Low,26.592,7.772,Homo sapiens,human,high,-2601.0,0.6779661016949153,-4.072569161628647,-510.0,-624.0,-158.0,-250.0,Low
O75369,FLNB FLN1L FLN3 TABP TAP,Filamin-B (FLN-B) (ABP-278) (ABP-280 homolog) (Actin-binding-like protein) (Beta-filamin) (Filamin homolog 1) (Fh1) (Filamin-3) (Thyroid autoantigen) (Truncated actin-binding protein) (Truncated ABP),2602,Other,,0,60.76,1350,44,0.326,Medium,22.137,7.341,Homo sapiens,human,high,-128.0,76.73544583640384,0.5175820497482956,-515.0,-182.0,361.0,102.0,Low
O75475,PSIP1 DFS70 LEDGF PSIP2,PC4 and SFRS1-interacting protein (CLL-associated antigen KW-7) (Dense fine speckles 70 kDa protein) (DFS 70) (Lens epithelium-derived growth factor) (Transcriptional coactivator p75/p52),530,Other,,0,80.0,405,4,0.434,Medium,39.434,3.585,Homo sapiens,human,high,167.0,97.86293294030952,1.065133447789621,1.0,-75.0,25.0,5.0,High
O75564,JRK JH8,Jerky protein homolog,556,Other,,0,63.85,313,10,0.344,Medium,25.0,8.453,Homo sapiens,human,high,-445.0,34.96683861459101,-0.0708036898418745,-118.0,-79.0,-41.0,21.0,Low
O75648,TRMU MTU1 TRMT1,Mitochondrial tRNA-specific 2-thiouridylase 1 (EC 2.8.1.14) (MTO2 homolog),421,Other,,0,39.19,85,3,0.247,Low,24.466,10.451,Homo sapiens,human,high,-437.0,35.82166543846721,-0.0559548383695674,-115.0,-88.0,-25.0,-25.0,Low
O75179,ANKRD17 GTAR KIAA0697,Ankyrin repeat domain-containing protein 17 (Gene trap ankyrin repeat protein) (Serologically defined breast cancer antigen NY-BR-16),2603,KH-containing,KH,1,74.76,1719,39,0.365,Medium,19.209,3.073,Homo sapiens,human,high,-547.0,26.934414148857776,-0.2601265461137905,-254.0,-372.0,74.0,406.0,Low
O75494,SRSF10 FUSIP1 FUSIP2 SFRS13A TASR,"Serine/arginine-rich splicing factor 10 (40 kDa SR-repressor protein) (SRrp40) (FUS-interacting serine-arginine-rich protein 1) (Splicing factor SRp38) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)",262,SR,RRM,1,85.88,224,3,0.466,Medium,38.168,9.924,Homo sapiens,human,high,-36.0,90.0638663718988,0.6883438416798275,-38.0,-63.0,79.0,-8.0,Low
O75821,EIF3G EIF3S4,Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4) (eIF-3-delta) (eIF3 p42) (eIF3 p44),320,RRM-containing,RRM,1,79.38,230,6,0.419,Medium,30.938,6.562,Homo sapiens,human,high,-111.0,79.51363301400148,0.5491358591269482,-40.0,-78.0,10.0,3.0,Low
O77932,DXO DOM3L DOM3Z NG6,Decapping and exoribonuclease protein (DXO) (EC 3.6.1.-) (5'-3' exoribonuclease DXO) (EC 3.1.13.-) (Dom-3 homolog Z) (NAD-capped RNA hydrolase DXO) (DeNADding enzyme DXO) (EC 3.6.1.-),396,Other,,0,55.81,194,7,0.316,Medium,21.97,11.616,Homo sapiens,human,high,-235.0,60.61164333087694,0.3189786613061877,-10.0,-84.0,13.0,7.0,Low
O94818,NOL4 NOLP HRIHFB2255,Nucleolar protein 4 (Nucleolar-localized protein),638,Other,,0,76.02,463,8,0.395,Medium,28.527,6.113,Homo sapiens,human,high,-8.0,92.52763448784084,0.7403148218329025,-58.0,-61.0,60.0,45.0,Low
O75817,POP7 RPP20,Ribonuclease P protein subunit p20 (RNaseP protein p20) (Ribonucleases P/MRP protein subunit POP7 homolog) (hPOP7),140,Other,,0,62.86,70,3,0.335,Medium,26.429,4.286,Homo sapiens,human,high,-178.0,68.93883566691231,0.424776728046376,-44.0,-36.0,-5.0,-8.0,Low
O94913,PCF11 KIAA0824,Pre-mRNA cleavage complex 2 protein Pcf11 (Pre-mRNA cleavage complex II protein Pcf11),1555,Other,,0,83.6,1265,14,0.426,Medium,26.238,6.302,Homo sapiens,human,high,507.0,99.3711618766888,1.696209635362674,130.0,-210.0,126.0,165.0,High
O95149,SNUPN RNUT1 SPN1,Snurportin-1 (RNA U transporter 1),360,Other,,0,53.33,166,3,0.305,Medium,25.556,9.444,Homo sapiens,human,high,-167.0,70.48636698599853,0.4451938988207983,-6.0,-71.0,21.0,-19.0,Low
O95163,ELP1 IKAP IKBKAP,Elongator complex protein 1 (ELP1) (IkappaB kinase complex-associated protein) (IKK complex-associated protein) (p150),1332,Other,,0,37.31,330,14,0.23,Low,22.748,8.408,Homo sapiens,human,high,-1303.0,3.7435519528371417,-1.6633430102468143,-252.0,-348.0,-38.0,-100.0,Low
O75792,RNASEH2A RNASEHI RNHIA,Ribonuclease H2 subunit A (RNase H2 subunit A) (EC 3.1.26.4) (Aicardi-Goutieres syndrome 4 protein) (AGS4) (RNase H(35)) (Ribonuclease HI large subunit) (RNase HI large subunit) (Ribonuclease HI subunit A),299,Other,,0,56.86,155,7,0.317,Medium,25.418,8.696,Homo sapiens,human,high,-260.0,57.18496683861459,0.2725760004552279,-61.0,-60.0,-4.0,-1.0,Low
O95104,SCAF4 KIAA1172 SFRS15,"SR-related and CTD-associated factor 4 (CTD-binding SR-like protein RA4) (Splicing factor, arginine/serine-rich 15)",1147,SR,RRM,1,81.08,879,14,0.41,Medium,22.145,5.057,Homo sapiens,human,high,105.0,96.88282977155492,0.9500548488792409,-5.0,-186.0,115.0,244.0,High
O76003,GLRX3 PICOT TXNL2 HUSSY-22,Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2),335,ELAV/Hu,,0,47.46,116,6,0.279,Low,25.97,8.06,Homo sapiens,human,high,-283.0,54.229918938835674,0.2298855524723448,-44.0,-81.0,-41.0,-6.0,Low
O76021,RSL1D1 CATX11 CSIG PBK1 L12,Ribosomal L1 domain-containing protein 1 (CATX-11) (Cellular senescence-inhibited gene protein) (Protein PBK1),490,Other,,0,64.69,285,3,0.36,Medium,33.265,4.49,Homo sapiens,human,high,-368.0,43.50036845983788,0.0721165055790816,-57.0,-153.0,4.0,-66.0,Low
O76094,SRP72,Signal recognition particle subunit SRP72 (SRP72) (Signal recognition particle 72 kDa protein),671,SR,,0,61.85,372,9,0.33,Medium,26.23,5.216,Homo sapiens,human,high,-549.0,26.787030213706707,-0.2638387589818672,-115.0,-134.0,-60.0,1.0,Low
O94992,HEXIM1 CLP1 EDG1 HIS1 MAQ1,Protein HEXIM1 (Cardiac lineage protein 1) (Estrogen down-regulated gene 1 protein) (Hexamethylene bis-acetamide-inducible protein 1) (Menage a quatre protein 1),359,Other,,0,90.53,313,4,0.473,Medium,34.819,6.128,Homo sapiens,human,high,55.0,95.6497175141243,0.8572495271773212,30.0,-47.0,-14.0,55.0,High
O95059,RPP14,Ribonuclease P protein subunit p14,124,Other,,0,5.65,0,0,0.099,Low,20.161,9.677,Homo sapiens,human,high,-205.0,64.97666421026776,0.3746618543273394,-33.0,-42.0,-15.0,-15.0,Low
O75940,SMNDC1 SMNR SPF30,Survival of motor neuron-related-splicing factor 30 (30 kDa splicing factor SMNrp) (SMN-related protein) (Survival motor neuron domain-containing protein 1),238,Other,Tudor,1,85.29,189,5,0.437,Medium,31.092,5.882,Homo sapiens,human,high,-37.0,89.95087202161632,0.6864877352457892,-26.0,-36.0,11.0,9.0,Low
O94906,PRPF6 C20orf14,Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein),941,Other,,0,69.61,545,17,0.376,Medium,30.499,6.589,Homo sapiens,human,high,-833.0,10.579710144927535,-0.7909729862487704,-202.0,-143.0,-125.0,7.0,Low
O95147,DUSP14 MKP6,Dual specificity protein phosphatase 14 (EC 3.1.3.16) (EC 3.1.3.48) (MKP-1-like protein tyrosine phosphatase) (MKP-L) (Mitogen-activated protein kinase phosphatase 6) (MAP kinase phosphatase 6) (MKP-6),198,Other,,0,21.72,26,2,0.16,Low,17.677,9.596,Homo sapiens,human,high,-231.0,61.19626627364284,0.3264030870423412,-57.0,-62.0,4.0,-10.0,Low
O75818,RPP40 RNASEP1,Ribonuclease P protein subunit p40 (RNaseP protein p40) (RNase P subunit 1),363,Other,,0,24.24,40,3,0.182,Low,21.488,11.57,Homo sapiens,human,high,-423.0,37.23409481699829,-0.0299693482930299,-48.0,-123.0,-12.0,-55.0,Low
O95071,UBR5 EDD EDD1 HYD KIAA0896,"E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (Hyperplastic discs protein homolog) (hHYD) (Progestin-induced protein)",2799,Other,,0,58.95,1485,33,0.317,Medium,24.366,5.609,Homo sapiens,human,high,-1887.0,1.4541881601572098,-2.7473091677252355,-376.0,-663.0,65.0,26.0,Low
O94875,SORBS2 ARGBP2 KIAA0777,Sorbin and SH3 domain-containing protein 2 (Arg-binding protein 2) (ArgBP2) (Arg/Abl-interacting protein 2) (Sorbin),1100,Other,,0,79.45,820,13,0.412,Medium,26.909,7.455,Homo sapiens,human,high,-234.0,60.77376565954312,0.320834767740226,-29.0,-214.0,177.0,11.0,Low
O95429,BAG4 SODD,BAG family molecular chaperone regulator 4 (BAG-4) (Bcl-2-associated athanogene 4) (Silencer of death domains),457,Other,,0,89.72,406,3,0.442,Medium,17.068,10.066,Homo sapiens,human,high,482.0,99.33185949398182,1.6498069745117143,98.0,34.0,145.0,164.0,High
O95777,LSM8,U6 snRNA-associated Sm-like protein LSm8,96,Other,,0,25.0,13,1,0.168,Low,21.875,4.167,Homo sapiens,human,high,-97.0,81.75141242937853,0.5751213492034857,-33.0,-30.0,14.0,-6.0,Low
P00374,DHFR,Dihydrofolate reductase (EC 1.5.1.3),187,Other,,0,37.43,45,2,0.246,Low,26.738,9.626,Homo sapiens,human,high,-63.0,86.80913780397937,0.638228967960791,-5.0,-54.0,11.0,-6.0,Low
P00505,GOT2 KYAT4,"Aspartate aminotransferase, mitochondrial (mAspAT) (EC 2.6.1.1) (EC 2.6.1.7) (Fatty acid-binding protein) (FABP-1) (Glutamate oxaloacetate transaminase 2) (Kynurenine aminotransferase 4) (Kynurenine aminotransferase IV) (Kynurenine--oxoglutarate transaminase 4) (Kynurenine--oxoglutarate transaminase IV) (Plasma membrane-associated fatty acid-binding protein) (FABPpm) (Transaminase A)",430,Other,,0,47.21,133,7,0.271,Low,21.86,9.302,Homo sapiens,human,high,-392.0,40.61901252763449,0.0275699511621602,-101.0,-53.0,-28.0,6.0,Low
O95363,FARS2 FARS1 HSPC320,"Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)",451,Other,,0,31.04,119,6,0.211,Low,23.06,11.086,Homo sapiens,human,high,-530.0,28.130680422500618,-0.2285727367351378,-103.0,-117.0,-22.0,-37.0,Low
O95503,CBX6,Chromobox protein homolog 6,412,Other,,0,83.74,332,6,0.425,Medium,25.728,4.854,Homo sapiens,human,high,-225.0,62.112503070498654,0.3375397256465716,-63.0,-82.0,11.0,49.0,Low
O95628,CNOT4 NOT4,CCR4-NOT transcription complex subunit 4 (EC 2.3.2.27) (CCR4-associated factor 4) (E3 ubiquitin-protein ligase CNOT4) (Potential transcriptional repressor NOT4Hp) (RING-type E3 ubiquitin transferase CNOT4),575,RRM-containing,RRM,1,68.0,363,9,0.349,Medium,19.652,7.826,Homo sapiens,human,high,-38.0,89.8255956767379,0.6846316288117508,11.0,-127.0,73.0,52.0,Low
O95639,CPSF4 CPSF30 NAR NEB1,Cleavage and polyadenylation specificity factor subunit 4 (Cleavage and polyadenylation specificity factor 30 kDa subunit) (CPSF 30 kDa subunit) (NS1 effector domain-binding protein 1) (Neb-1) (No arches homolog),269,Other,,0,49.07,101,2,0.278,Low,20.818,8.55,Homo sapiens,human,high,-82.0,84.15868337017932,0.6029629457140616,11.0,-61.0,8.0,5.0,Low
O95707,POP4 RPP29,Ribonuclease P protein subunit p29 (hPOP4),220,Other,,0,59.09,123,3,0.335,Medium,30.455,8.182,Homo sapiens,human,high,-289.0,53.35298452468681,0.2187489138681145,-54.0,-79.0,-11.0,-46.0,Low
O95319,CELF2 BRUNOL3 CUGBP2 ETR3 NAPOR,CUGBP Elav-like family member 2 (CELF-2) (Bruno-like protein 3) (CUG triplet repeat RNA-binding protein 2) (CUG-BP2) (CUG-BP- and ETR-3-like factor 2) (ELAV-type RNA-binding protein 3) (ETR-3) (Neuroblastoma apoptosis-related RNA-binding protein) (hNAPOR) (RNA-binding protein BRUNOL-3),508,CELF,RRM,1,62.8,260,10,0.309,Medium,14.961,6.102,Homo sapiens,human,high,-315.0,49.88700564971752,0.1704901465831163,-108.0,-26.0,-35.0,60.0,Low
O95391,SLU7,Pre-mRNA-splicing factor SLU7 (hSlu7),586,Other,,0,81.06,423,10,0.44,Medium,36.689,8.191,Homo sapiens,human,high,-169.0,70.19405551461558,0.4414816859527215,-53.0,-66.0,6.0,-30.0,Low
O95900,TRUB2,"Pseudouridylate synthase TRUB2, mitochondrial (EC 5.4.99.-) (TruB pseudouridine synthase homolog 2) (tRNA pseudouridine 55 synthase TRUB2) (Psi55 synthase TRUB2) (EC 5.4.99.25)",331,Other,,0,41.39,105,3,0.245,Low,23.263,6.042,Homo sapiens,human,high,-405.0,39.15008597396218,0.0034405675196611,-84.0,-98.0,-64.0,-6.0,Low
O95926,SYF2 CBPIN GCIPIP,Pre-mRNA-splicing factor SYF2 (CCNDBP1-interactor) (p29),243,Other,,0,90.95,211,4,0.487,Medium,41.975,7.407,Homo sapiens,human,high,-190.0,67.06460329157456,0.4025034508379153,-49.0,-50.0,-42.0,-9.0,Low
